Timestamp,FPS,Angle
1773392294.065,26.1,88.86
1773392294.103,26.3,89.23
1773392294.140,27.0,89.17
1773392294.178,26.2,88.00
1773392294.216,26.3,88.78
1773392294.262,21.8,88.47
1773392294.311,20.6,88.65
1773392294.360,20.3,92.45
1773392294.408,20.8,92.84
1773392294.455,21.2,88.07
1773392294.492,27.2,91.89
1773392294.527,28.3,92.70
1773392294.561,29.1,92.57
1773392294.596,29.2,92.69
1773392294.631,28.3,88.82
1773392294.677,21.6,92.13
1773392294.726,20.5,92.14
1773392294.773,21.1,92.43
1773392294.821,21.2,88.60
1773392294.869,20.9,87.13
1773392294.917,20.6,88.86
1773392294.966,20.4,87.36
1773392295.015,20.7,87.74
1773392295.063,20.6,87.70
1773392295.111,20.9,88.71
1773392295.159,20.8,89.83
1773392295.207,21.1,88.14
1773392295.255,20.7,88.64
1773392295.302,21.2,89.16
1773392295.350,20.9,88.74
1773392295.399,20.5,88.93
1773392295.436,26.6,88.69
1773392295.472,28.1,88.40
1773392295.509,27.2,88.97
1773392295.545,27.5,88.41
1773392295.582,27.1,89.03
1773392295.628,21.6,89.22
1773392295.677,20.6,89.21
1773392295.726,20.4,92.61
1773392295.774,21.0,88.87
1773392295.822,20.8,91.70
1773392295.870,20.8,93.03
1773392295.918,20.7,92.43
1773392295.966,20.7,92.75
1773392296.015,20.6,93.48
1773392296.063,20.7,92.43
1773392296.111,20.8,93.01
1773392296.160,20.6,92.97
1773392296.208,20.6,92.45
1773392296.257,20.3,92.33
1773392296.308,19.7,92.62
1773392296.358,20.1,92.92
1773392296.408,20.0,92.93
1773392296.459,19.7,93.07
1773392296.509,19.8,91.75
1773392296.559,20.3,92.21
1773392296.606,21.0,91.87
1773392296.652,22.0,91.72
1773392296.713,16.4,93.36
1773392296.763,19.9,91.06
1773392296.811,20.8,88.49
1773392296.860,20.4,87.71
1773392296.908,20.6,88.35
1773392296.958,20.3,87.67
1773392297.006,20.6,88.27
1773392297.055,20.5,89.47
1773392297.172,8.6,88.17
1773392297.212,24.9,88.88
1773392297.247,28.0,86.41
1773392297.284,27.3,87.29
1773392297.321,27.0,87.91
1773392297.379,17.4,86.32
1773392297.428,20.2,86.26
1773392297.477,20.6,86.59
1773392297.526,20.5,90.06
1773392297.574,20.6,85.91
1773392297.623,20.4,85.88
1773392297.671,21.0,86.30
1773392297.720,20.6,87.24
1773392297.759,25.2,86.39
1773392297.798,26.0,86.15
1773392297.835,26.8,85.82
1773392297.871,27.7,86.36
1773392297.907,27.6,85.10
1773392297.946,26.1,86.53
1773392297.984,26.1,85.92
1773392298.039,18.2,86.43
1773392298.077,26.0,86.60
1773392298.123,21.8,87.35
1773392298.174,19.7,86.39
1773392298.220,21.9,88.34
1773392298.268,20.7,87.28
1773392298.316,21.1,88.03
1773392298.364,20.8,91.58
1773392298.412,20.7,88.72
1773392298.461,20.6,88.92
1773392298.509,20.6,87.60
1773392298.557,20.9,87.48
1773392298.605,20.7,88.62
1773392298.653,21.1,87.88
1773392298.701,20.8,87.76
1773392298.748,21.0,88.13
1773392298.787,26.0,87.29
1773392298.822,28.4,87.54
1773392298.857,28.6,88.63
1773392298.893,27.7,88.70
1773392298.929,27.8,86.63
1773392298.965,27.9,87.80
1773392299.001,27.9,87.05
1773392299.046,22.2,88.53
1773392299.083,27.1,87.94
1773392299.120,27.2,87.27
1773392299.164,22.4,87.53
1773392299.211,21.5,88.36
1773392299.259,21.0,88.22
1773392299.299,24.9,88.29
1773392299.360,16.3,88.93
1773392299.407,21.4,89.51
1773392299.454,21.0,89.35
1773392299.494,25.3,90.87
1773392299.531,27.3,91.33
1773392299.566,28.1,90.11
1773392299.602,28.1,88.77
1773392299.637,28.2,89.35
1773392299.672,28.3,87.19
1773392299.708,28.0,87.71
1773392299.744,27.9,90.13
1773392299.789,22.3,88.66
1773392299.835,21.6,90.41
1773392299.882,21.4,91.67
1773392299.928,21.9,91.33
1773392299.975,21.1,92.03
1773392300.022,21.3,92.06
1773392300.069,21.3,96.01
1773392300.116,21.1,96.79
1773392300.163,21.2,99.64
1773392300.211,21.2,102.67
1773392300.257,21.5,106.56
1773392300.305,21.0,114.80
1773392300.353,20.9,118.80
1773392300.401,20.6,124.09
1773392300.449,21.1,127.56
1773392300.496,21.0,130.97
1773392300.544,21.1,136.22
1773392300.592,20.8,140.52
1773392300.639,21.2,145.76
1773392300.687,20.8,148.69
1773392300.727,25.1,154.25
1773392300.765,26.2,155.32
1773392300.802,27.2,157.53
1773392300.847,22.2,160.61
1773392300.888,24.5,161.59
1773392300.933,22.0,161.60
1773392300.982,20.6,163.17
1773392301.032,19.9,166.40
1773392301.077,22.0,168.38
1773392301.122,22.5,170.02
1773392301.169,21.4,171.07
1773392301.221,19.0,171.42
1773392301.264,23.3,174.88
1773392301.315,19.7,175.68
1773392301.363,20.9,175.75
1773392301.408,21.9,177.25
1773392301.458,20.3,177.22
1773392301.512,18.4,177.31
1773392301.552,25.0,177.23
1773392301.605,18.9,176.87
1773392301.648,22.8,176.56
1773392301.686,26.3,176.77
1773392301.732,21.7,175.97
1773392301.780,20.9,175.78
1773392301.829,20.6,173.03
1773392301.877,20.8,171.88
1773392301.926,20.4,170.92
1773392301.967,24.5,168.74
1773392302.006,25.7,167.44
1773392302.043,26.7,165.03
1773392302.081,26.7,163.36
1773392302.119,26.2,164.02
1773392302.157,26.4,162.25
1773392302.194,26.9,160.35
1773392302.241,21.1,156.97
1773392302.284,23.2,154.81
1773392302.323,26.2,149.60
1773392302.359,27.1,145.71
1773392302.406,21.6,135.52
1773392302.454,20.5,132.74
1773392302.503,20.4,123.90
1773392302.553,20.3,118.44
1773392302.602,20.4,110.45
1773392302.651,20.2,101.84
1773392302.701,20.1,102.37
1773392302.750,20.2,94.59
1773392302.800,20.1,91.50
1773392302.849,20.6,87.89
1773392302.898,20.2,85.71
1773392302.947,20.4,81.19
1773392302.997,20.2,79.04
1773392303.046,20.4,75.57
1773392303.096,20.1,74.96
1773392303.145,20.3,75.24
1773392303.195,20.1,76.26
1773392303.234,25.7,76.28
1773392303.279,22.3,76.63
1773392303.327,20.7,76.34
1773392303.376,20.6,76.44
1773392303.424,20.7,76.86
1773392303.462,26.3,78.81
1773392303.508,21.6,80.34
1773392303.557,20.6,80.59
1773392303.605,20.8,81.59
1773392303.653,20.9,83.67
1773392303.701,20.5,84.78
1773392303.750,20.6,87.39
1773392303.798,20.8,90.49
1773392303.846,20.7,90.93
1773392303.895,20.6,93.08
1773392303.943,20.7,99.94
1773392303.991,20.8,100.76
1773392304.039,20.9,107.87
1773392304.086,21.1,111.54
1773392304.134,20.9,118.07
1773392304.181,21.4,125.89
1773392304.228,21.3,130.08
1773392304.266,26.0,137.75
1773392304.302,27.9,141.33
1773392304.338,27.7,145.30
1773392304.376,26.6,147.61
1773392304.413,26.9,151.39
1773392304.450,27.1,154.15
1773392304.487,27.0,154.68
1773392304.523,28.0,154.56
1773392304.560,27.0,158.61
1773392304.600,25.0,160.93
1773392304.645,22.1,162.29
1773392304.693,20.9,162.41
1773392304.740,21.4,165.72
1773392304.787,21.2,167.40
1773392304.840,18.7,169.68
1773392304.882,24.0,170.99
1773392304.929,21.3,171.13
1773392304.977,20.8,172.55
1773392305.026,20.7,175.24
1773392305.074,20.7,174.91
1773392305.116,23.7,175.13
1773392305.162,21.9,175.21
1773392305.222,16.5,175.41
1773392305.270,20.9,175.34
1773392305.318,21.0,174.65
1773392305.366,20.6,174.25
1773392305.415,20.4,171.14
1773392305.464,20.5,170.92
1773392305.513,20.2,170.91
1773392305.564,19.9,171.08
1773392305.614,20.0,169.05
1773392305.664,20.0,168.68
1773392305.713,20.4,163.86
1773392305.762,20.0,162.40
1773392305.812,20.3,161.08
1773392305.862,19.9,156.65
1773392305.911,20.3,147.82
1773392305.961,20.1,145.50
1773392306.010,20.5,136.42
1773392306.059,20.5,131.32
1773392306.098,25.4,123.75
1773392306.135,27.3,116.29
1773392306.172,26.5,110.10
1773392306.210,26.7,106.10
1773392306.248,25.9,104.57
1773392306.297,20.5,102.24
1773392306.335,26.7,97.25
1773392306.380,21.9,94.11
1773392306.430,20.3,90.59
1773392306.470,24.7,84.48
1773392306.516,21.6,84.69
1773392306.565,20.5,81.19
1773392306.604,25.9,78.88
1773392306.639,28.0,77.48
1773392306.674,28.5,76.97
1773392306.710,28.1,77.91
1773392306.745,28.4,76.72
1773392306.781,27.9,80.28
1773392306.816,28.3,78.99
1773392306.852,28.1,78.76
1773392306.888,27.7,79.85
1773392306.927,25.8,81.58
1773392306.962,28.1,82.53
1773392306.998,27.9,85.51
1773392307.035,27.2,87.15
1773392307.072,27.1,92.45
1773392307.108,27.6,93.92
1773392307.144,27.9,96.00
1773392307.180,27.6,98.83
1773392307.217,27.4,102.40
1773392307.253,27.6,103.99
1773392307.290,27.2,106.98
1773392307.326,27.4,109.92
1773392307.362,28.1,116.68
1773392307.399,27.1,121.39
1773392307.440,24.2,124.87
1773392307.476,27.8,133.31
1773392307.525,20.3,138.08
1773392307.561,27.7,144.20
1773392307.597,28.3,146.97
1773392307.636,25.6,152.81
1773392307.694,17.2,155.53
1773392307.733,25.4,161.02
1773392307.768,28.8,162.58
1773392307.812,22.7,164.27
1773392307.858,21.8,165.94
1773392307.897,25.3,168.38
1773392307.950,19.1,169.02
1773392308.006,17.7,170.15
1773392308.055,20.5,171.95
1773392308.092,27.4,170.66
1773392308.131,25.9,172.65
1773392308.167,27.5,174.95
1773392308.202,28.4,175.58
1773392308.237,28.5,175.52
1773392308.273,28.0,175.84
1773392308.309,27.9,175.44
1773392308.345,27.8,175.32
1773392308.381,27.9,175.23
1773392308.416,28.3,175.35
1773392308.452,28.1,175.49
1773392308.487,28.5,175.21
1773392308.523,27.3,175.26
1773392308.562,26.1,175.02
1773392308.606,22.7,174.66
1773392308.652,21.5,171.48
1773392308.700,21.1,171.05
1773392308.746,21.3,170.57
1773392308.793,21.4,169.65
1773392308.841,21.0,170.15
1773392308.879,26.1,165.09
1773392308.915,27.6,164.08
1773392308.961,21.8,162.41
1773392309.009,20.8,157.75
1773392309.057,21.1,154.00
1773392309.111,18.3,151.25
1773392309.160,20.4,146.05
1773392309.208,20.7,142.70
1773392309.256,20.9,133.67
1773392309.295,25.5,128.27
1773392309.341,21.9,125.08
1773392309.389,20.8,115.83
1773392309.438,20.6,109.49
1773392309.486,20.7,104.84
1773392309.535,20.3,100.70
1773392309.583,20.9,92.80
1773392309.632,20.5,87.74
1773392309.680,20.7,82.19
1773392309.728,20.7,78.77
1773392309.777,20.5,75.51
1773392309.826,20.6,71.54
1773392309.874,20.7,69.48
1773392309.911,26.6,68.41
1773392309.948,27.3,68.93
1773392309.985,26.9,68.66
1773392310.022,26.9,70.30
1773392310.061,26.2,71.64
1773392310.097,27.1,75.85
1773392310.135,26.7,76.10
1773392310.172,26.6,76.72
1773392310.210,26.5,79.72
1773392310.248,26.5,81.68
1773392310.285,26.7,84.33
1773392310.322,27.3,88.99
1773392310.359,27.2,92.51
1773392310.397,26.4,97.91
1773392310.435,26.3,101.57
1773392310.472,26.4,104.57
1773392310.510,26.6,106.00
1773392310.556,21.8,110.58
1773392310.604,20.9,115.04
1773392310.652,20.9,126.78
1773392310.701,20.4,131.42
1773392310.749,20.8,140.65
1773392310.788,25.3,144.25
1773392310.825,27.3,146.95
1773392310.871,21.7,150.70
1773392310.919,21.1,156.06
1773392310.966,21.0,159.73
1773392311.007,24.7,163.10
1773392311.052,22.1,163.27
1773392311.100,20.8,165.66
1773392311.153,18.8,168.83
1773392311.190,27.0,170.73
1773392311.236,21.6,171.69
1773392311.285,20.7,171.96
1773392311.334,20.5,171.62
1773392311.382,20.8,172.92
1773392311.429,20.9,173.54
1773392311.477,20.8,174.16
1773392311.527,20.4,174.38
1773392311.567,24.8,173.44
1773392311.614,21.0,173.21
1773392311.664,20.1,172.69
1773392311.712,20.7,172.69
1773392311.762,20.0,172.64
1773392311.812,20.2,171.75
1773392311.861,20.3,172.14
